以斯拉記
第一章
 	居魯士王的心靈蒙神喚醒下旨建殿
 	回歸者重建聖殿
8	他們來到耶路撒冷神的殿之後的第二年，二月的時候，撒拉鐵的兒子所羅巴伯、約薩達的兒子耶書亞，以及他們其餘的弟兄，就是祭司、利未人和所有從被擄之地來到耶路撒冷的人，開始動工。他們委派二十歲及以上的利未人來監督耶和華殿的工程。
9	耶書亞和兒子們及弟兄們，甲米爾和兒子們，就是何達威雅的子孫，一同起來監督在神的殿工作的人。還有利未人希拿達的子孫和他們的弟兄們協助。
10	建築工人奠立耶和華殿宇根基的時候，祭司都穿上禮服，拿著號筒，利未人亞薩的子孫則拿著響鈸，他們都站在自己的位置，按照以色列王大衛的規定讚美耶和華。
11	他們輪流歌唱，讚美稱頌耶和華：“耶和華實在美善，他對以色列的忠誠之愛永遠長存。”全體人民都大聲歡呼，讚美耶和華，因為耶和華的殿已經奠基。
12	很多年老的祭司、利未人和族長曾經見過先前的殿，現在眼見這殿的根基再次奠立，就放聲大哭；然而也有許多人高聲歡呼。
13	人民無法分辨歡呼的聲音和哭號的聲音，因為大家都竭力呼喊，這聲音在遠處都聽得見。
第四章
 	聖殿重建受阻
1	猶大和便雅憫的敵人聽見被擄回歸的人正在為耶和華以色列的神建造殿宇，
2	就前來見所羅巴伯和族長們，對他們說：“讓我們與你們一起建造吧！因為我們也像你們一樣尋求你們的神。自從亞述王以撒哈頓帶我們上到這裡的日子以來，我們常向這位神獻祭。”
3	所羅巴伯、耶書亞和以色列其餘的族長對他們說：“你們不能與我們一同建造我們神的殿。我們自己要為耶和華以色列的神建造，這是遵照波斯王居魯士王給我們的命令。”
4	於是，那地的人民設法打擊猶太人，阻擾他們建造。
5	在波斯王居魯士在位期間，直到波斯王大流士執政的時候，那些人常常賄賂謀士來敵對他們，破壞他們的計劃。
 	敵人上書波斯王
6	亞哈隨魯執政初期，他們寫了訴狀，控告猶大和耶路撒冷的居民。
7	亞達薛西在位期間，比施蘭、米特利達、塔貝勒和他們其餘的同僚，也寫了訴狀給波斯王亞達薛西，奏文用亞蘭文寫成，並且翻譯了。下面是亞蘭文：
8	大臣利宏和祕書伸帥上奏亞達薛西王，控告耶路撒冷，如下：
9	（那時，上奏的是大臣利宏、祕書伸帥和其餘的同僚，就是法官和眾官員、塔琵拉人、波斯人、亞基衛人、巴比倫人和書珊迦人，也就是以攔人，
10	還有偉大尊貴的亞斯那巴擄來安置在撒瑪利亞城和河西其餘地方的居民。）現在
11	（這是他們呈給亞達薛西王奏文的副本）：“你的臣僕河西人，上奏亞達薛西王，現在
12	王須知道，從陛下那裡上到我們這裡來的猶太人，已經到了耶路撒冷。他們正在重建這座叛逆邪惡的城，快要築好城牆，修好根基了。
13	現在王須知道，如果這城重建，城牆築好，他們就不會再進貢、交稅、繳費了，王的國庫必受虧損。
14	現在我們既領受王宮的鹽，就不該坐視王的權益被剝奪，因此上奏稟告王，
15	請王翻查先王的記錄，就會從記錄中查知這城是叛逆的城，對列王和各省都有損害；自古以來，城中常有造反的事，因此這城才被拆毀。
16	我們稟告王，如果這城重建，城牆築好，河西就不再屬於陛下了。”
 	波斯王下令停工
17	王頒諭旨給大臣利宏和祕書伸帥，以及其餘住在撒瑪利亞和河西其餘地方的同僚，說：“願你們平安！
18	你們呈給我們的奏本已經翻譯並讀給我聽了。
19	我且下令翻查，查出這城自古以來反叛列王，城中常有叛逆造反的事。
20	曾有些強大的君王統治耶路撒冷，統管河西全地，接受他們進貢、交稅、繳費。
21	現在你們要下令叫這些人停工；這城不可重建，直到我另發諭令。
22	你們要認真辦理這事，不可疏忽，以免傷害加重，使列王受虧損。”
23	於是，當亞達薛西王諭旨的副本在利宏和祕書伸帥，以及他們的同僚面前宣讀以後，他們就急忙去耶路撒冷，到猶太人那裡，用武力強迫他們停工。
24	所以在耶路撒冷神的殿的工程就停止了，直到波斯王大流士在位第二年。
第五章
 	恢復重建聖殿
1	那時，哈該先知和易多的孫子撒迦利亞——這兩位先知奉以色列神的名，向猶大和耶路撒冷的猶太人傳講信息；神的名在他們身上。
2	於是，撒拉鐵的兒子所羅巴伯和約薩達的兒子耶書亞就起來，開始重建在耶路撒冷神的殿，神的先知們和他們在一起，幫助他們。
3	當時，河西的達奈省長和示塔波斯奈，以及他們的同僚來到猶太人那裡，這樣問他們說：“誰下令讓你們建造這殿，完成這工程呢？”
4	又這樣問他們：“參與這建築工程的那些人叫甚麼名字？”
5	神的眼目看顧猶太人的長老們：那些人沒有使他們停工，要等奏文呈報給大流士，又得到他的回諭。
 	河西官員上書波斯王
6	這是河西的達奈省長和示塔波斯奈，以及他們的同僚，就是河西的眾官員，呈給大流士王的奏文副本；
7	他們在呈給王的奏文中這樣寫著：“致大流士王，願萬事平安！
8	王須知道，我們去猶大省，到了偉大神的殿。那裡正用鑿好磨光的石頭修建，梁木插入牆內；這工程進行迅速，在他們手中進展順利。
9	於是我們問那些長老，對他們這樣說：‘誰下令讓你們重建這殿，完成這工程呢？’
10	我們又問了他們的名字，記錄他們首領的名字，為要向陛下奏告。
11	他們這樣答覆我們，說：‘我們是天地之神的僕人，正在重建這多年以前所建的殿，這殿是以色列一位偉大的君王建成的。
12	但後來我們的列祖激怒天上的神，神就把他們交在迦勒底人巴比倫王尼布甲尼撒的手中。他毀滅這殿，又將人民流放到巴比倫。
13	然而在巴比倫王居魯士元年，居魯士王下令重建這座神的殿，
14	還有，神的殿裡的金銀器物，從前尼布甲尼撒從耶路撒冷的殿宇裡挪走，帶到巴比倫的廟宇裡，居魯士王現在也從巴比倫的廟宇裡拿出來，交給他委任為省長、名叫設巴薩的那人，
15	吩咐他說：“帶著這些器物去存放在耶路撒冷的殿宇裡，讓神的殿在原處重建。”
16	於是，設巴薩回來，奠立了在耶路撒冷神的殿的根基；從那時到現在，這殿一直在建造，還沒有完工。’
17	現在王如果樂意，就請派人翻查在巴比倫那裡的皇家庫房，看看居魯士王有沒有降諭旨重建在耶路撒冷神的殿。王對這事的旨意如何，請指示我們。”
第六章
 	大流士王找到先王諭旨
1	於是大流士王下令翻查在巴比倫存放財物的典籍庫。
2	在瑪代省亞馬塔城的宮中，找到一卷書，其中寫著這樣的記錄：
3	“居魯士王元年，居魯士王頒布了諭旨：要重建耶路撒冷神的殿，作為獻祭的地方，又要奠定根基。殿高六十肘，寬六十肘，
4	要用三層鑿好磨光的石頭，一層新木頭，費用由王宮支付。
5	還有，神的殿裡的金銀器物，從前尼布甲尼撒從耶路撒冷的殿裡挪走，帶到巴比倫，現在都要歸還，送回耶路撒冷的殿，並要各按原處存放。”
 	大流士王下令協助重建
6	於是大流士王下令：“現在，河西的達奈省長和示塔波斯奈，以及你們的同僚，就是河西的眾官員，你們當遠離那裡。
7	不要干涉這座神的殿的工程，要讓猶太人的省長和猶太人的長老在原處重建這座神的殿。
8	我又下令你們協助他們重建，當從河西納入王庫的稅收中，撥出全部的經費給他們，以免工程停頓。
9	無論他們需要甚麼——包括作燔祭獻給天上神的青壯公牛、公綿羊、和綿羊羔，以及麥子、鹽、酒和油——都要照著耶路撒冷的祭司們的要求，天天供給他們，不可懈怠，
10	好讓他們可以奉獻馨香的祭給天上的神，為王和王的子孫祈求長壽。
11	我又下令，無論甚麼人更改這諭旨，就要從他的房屋中拆出一根梁木，把他舉起插在木尖上；為此，也要使他的房屋成為瓦礫。
12	凡有君王或人民伸手更改這命令，要毀壞在耶路撒冷的這座神的殿，願那位讓自己的名居住在那裡的神使他們覆亡。我大流士已經下令，此令必須嚴格執行。”
 	重建聖殿完工
13	於是河西的達奈省長和示塔波斯奈，以及他們的同僚，嚴格執行大流士王的指示。
14	因為哈該先知和易多的孫子撒迦利亞宣講的信息，猶太人的長老就繼續建造，進展順利。他們遵照以色列神的命令，以及居魯士、大流士和波斯王亞達薛西的命令，完成重建的工作。
15	這殿在大流士王在位第六年，亞達月三日完工。
 	以色列人舉行獻殿禮
16	以色列人，就是祭司、利未人，以及其餘被擄回歸的人，都歡歡喜喜地為這座神的殿舉行奉獻禮。
17	為了這座神的殿的奉獻禮，他們獻上公牛一百頭，公綿羊二百隻，綿羊羔四百隻，又照著以色列支派的數目獻上公山羊十二隻，作全以色列的贖罪祭。
18	他們照著摩西書上所寫的委派祭司按著編制，利未人按著組別，在耶路撒冷侍奉神。
 	以色列人守逾越節
19	一月十四日，被擄回歸的人守逾越節。
20	祭司和利未人全體自潔，他們就全都潔淨了，然後他們為所有被擄回歸的人，和他們的祭司弟兄們以及他們自己，宰殺逾越節的羔羊。
21	被擄回歸的以色列人，以及所有脫離當地民族的污穢，與他們一起尋求耶和華以色列神的人，都吃這羔羊。
22	他們歡樂地守無酵節七天，因為耶和華使他們歡樂，又使亞述王的心轉向他們，支持他們重建神的殿，就是以色列神的殿。
第七章
 	以斯拉的家譜
1	這些事以後，波斯王亞達薛西在位期間，有位以斯拉，是西萊雅的兒子，西萊雅是亞撒利雅的兒子，亞撒利雅是希基雅的兒子，
2	希基雅是沙龍的兒子，沙龍是撒督的兒子，撒督是亞希突的兒子，
3	亞希突是亞瑪利雅的兒子，亞瑪利雅是亞撒利雅的兒子，亞撒利雅是米拉約的兒子，
4	米拉約是西拉希雅的兒子，西拉希雅是烏西的兒子，烏西是布基的兒子，
5	布基是亞比書的兒子，亞比書是非尼哈的兒子，非尼哈是以利亞撒的兒子，以利亞撒是亞倫大祭司的兒子。
 	以斯拉立定心志
6	這位以斯拉從巴比倫上來，他是經學家，精通耶和華以色列的神賜給摩西的律法。王賜給他所求的一切，因為耶和華他神的手幫助他。
7	亞達薛西王在位第七年，一些以色列人和一些祭司、利未人、歌手、門衛和殿役，也上到耶路撒冷。
8	亞達薛西王在位第七年五月，以斯拉來到耶路撒冷。
9	他在一月一日起程從巴比倫上來，五月一日到達耶路撒冷，因為他的神施恩的手幫助他。
10	這是因為以斯拉立定心意研究耶和華的律法，好去遵行，並在以色列中教導其中的規定和律例。
 	亞達薛西王給以斯拉的諭旨
11	以斯拉是祭司和經學家，精通耶和華給以色列的誡命和規定。以下是亞達薛西王頒給他的諭旨副本：
12	“眾王之王亞達薛西，致天上之神律法的經學家以斯拉祭司，願一切平安。
13	我下令：在我王國內的以色列人民、祭司和利未人中，凡願意與你一起去耶路撒冷的人，都可以去，
14	因為你受王和他的七位顧問差派，要照著你手中的你神的律法，考察猶大和耶路撒冷的情況，
15	又要帶著王和他的顧問甘心獻給住在耶路撒冷之以色列的神的金銀，
16	以及你在巴比倫全省所得的所有金銀，連同人民和祭司甘心獻給在耶路撒冷神的殿的禮物。
17	所以，你要妥善使用這些銀子買公牛、公綿羊、綿羊羔，以及同獻的素祭和澆酒祭，獻在耶路撒冷你們神的殿的祭壇上。
18	剩餘的金銀，你和你的兄弟認為怎樣好，就照著你們神的旨意去做。
19	那些交給你、供你在你神的殿中侍奉用的器物，要完全交付在耶路撒冷的神面前。
20	你神的殿其餘所需用、要你供應的，都可以從皇家庫房支付。
21	“我亞達薛西王下令給河西的所有司庫官：以斯拉祭司是精通天上之神律法的經學家，他向你們要求的一切，都要妥善辦理，
22	最多支付銀子一百他連得，麥子一百歌珥，酒一百桶，油一百桶，鹽則沒有限量。
23	天上之神命令的一切，都要為天上之神的殿切實辦理，何必讓憤怒臨到王和他子孫的王國呢？
24	你們須知道，所有祭司、利未人、歌手、門衛、殿役，以及這神殿裡作僕人的，你們都不可要求他們進貢、交稅、繳費。
25	“而你以斯拉，你要照神使你具有的智慧，委任官員和法官，去治理河西所有知曉你神律法的人民；那些不知曉的人，你們要教導他們。
26	凡是不遵行你神律法和王律法的人，都要受嚴厲處分：或處死，或放逐，或沒收家產，或囚禁。”
 	以斯拉稱頌神
27	以斯拉說：“耶和華我們列祖的神配受稱頌，因為他把這樣的意念放在王的心裡，使在耶路撒冷耶和華的殿得尊榮，
28	又在王和他的顧問，以及王所有大能的軍官面前，以忠誠之愛待我。因為耶和華我神的手幫助我，我就堅強，從以色列中招聚首領，與我一同上去。”
第八章
 	與以斯拉一同回歸者
1	亞達薛西王在位期間，與我從巴比倫一起上來的人，他們的族長和族譜如下：
2	屬非尼哈的子孫有革順；屬以他瑪的子孫有但以理；屬大衛的子孫有哈突，
3	就是示迦尼的子孫；屬帕歐的子孫有撒迦利亞，與他一起登記在族譜上的男丁有一百五十人；
4	屬巴哈摩押的子孫，有西拉希雅的兒子以利約奈，與他一起的男丁有二百人；
5	屬薩土的子孫，有雅哈悉的兒子示迦尼，與他一起的男丁有三百人；
6	屬亞丁的子孫，有約拿單的兒子以別，與他一起的男丁有五十人；
7	屬以攔的子孫，有亞他利雅的兒子耶篩亞，與他一起的男丁有七十人；
8	屬示法提雅的子孫，有米迦勒的兒子撒巴第雅，與他一起的男丁有八十人；
9	屬約押的子孫，有耶希列的兒子俄巴底亞，與他一起的男丁有二百一十八人；
10	屬巴尼的子孫，有約細斐的兒子示羅密，與他一起的男丁有一百六十人；
11	屬比拜的子孫，有比拜的兒子撒迦利亞，與他一起的男丁有二十八人；
12	屬押甲的子孫，有哈加坦的兒子約哈楠，與他一起的男丁有一百一十人；
13	屬亞多尼干的子孫，是隨後來的，以下是他們的名字：以利法列、耶利和示瑪雅，與他們一起的男丁有六十人；
14	屬比革瓦伊的子孫，有烏泰和撒刻，與他一起的男丁有七十人。
 	以斯拉召集利未人和殿役
15	我招聚他們來到那流向亞哈瓦的河邊；我們在那裡安營三日。我視察人民和祭司，發現沒有利未人在那裡。
16	於是我召來以利以謝、亞列、示瑪雅、以利拿單、雅立、以利拿單、拿單、撒迦利亞和米書蘭等領袖，以及約雅立和以利拿單這兩位教師，
17	吩咐他們到迦西斐雅那地方的首領易多那裡，叫他們傳話，請易多和他的兄弟（他們是迦西斐雅那地方的殿役）帶人到我們這裡來，在我們神的殿侍奉。
18	因為我們神施恩的手幫助我們，他們就從以色列的兒子利未的孫子馬利的家族中為我們帶來一位精明的人，就是示利比雅，還有他的兒子們和兄弟，共十八人；
19	又有哈沙比雅和隨行的米拉利的子孫耶篩亞、他的兄弟和他們的兒子，共二十人；
20	還有二百二十個殿役，全都是指名選召的（從前大衛和眾領袖設立了殿役編制，協助利未人侍奉）。
 	為旅程平安禁食
21	於是我在亞哈瓦河邊那裡宣告禁食，為要在我們的神面前苦待自己，祈求他使我們和兒女財物都一路平安。
22	我羞於向王要求軍隊和騎兵來幫助我們脫離路上的仇敵，因我們曾對王說：“我們神的手會幫助一切尋求他的人，賜福給他們，但他強烈的憤怒會臨到一切離棄他的人。”
23	所以我們為這事禁食，祈求我們的神，他就應允我們。
 	為聖殿獻的禮物
24	我從祭司首領中選派了十二人，連同示利比雅、哈沙比雅，以及與他們一起的十位兄弟。
25	我稱了金銀和器物交給他們，這些是王和他的顧問、官長，以及那裡全體以色列人所獻給我們神的殿的禮物。
26	我稱了交在他們手中的有銀子六百五十他連得，銀器一百個，重二他連得，金子一百他連得，
27	金碗二十個，價值一千達利克，上等光亮銅器兩個，像黃金那樣珍貴。
28	我對他們說：“你們歸耶和華為聖，這些器物也分別為聖，金銀是甘心奉獻的禮物，獻給耶和華你們列祖的神。
29	你們要小心保管，直到你們在耶路撒冷耶和華殿的庫房裡，在祭司和利未人的眾領袖，以及以色列的眾族長面前，過了秤。”
30	於是祭司和利未人收下稱過的金銀和器物，要帶到耶路撒冷我們神的殿裡。
 	返抵耶路撒冷
31	一月十二日，我們從亞哈瓦河啟程前往耶路撒冷。我們神的手幫助我們，路上保護我們免受仇敵埋伏攻擊。
32	我們到了耶路撒冷，在那裡住了三天，
33	第四天，在我們神的殿裡，金銀和器物都過了秤，交在烏利亞的兒子米利末祭司的手中，與他在一起的有非尼哈的兒子以利亞撒，以及利未人耶書亞的兒子約撒拔和賓內的兒子挪亞底。
34	一切都數過稱過，同時每件的重量都記錄下來。
35	從被擄之地回來的人向以色列的神獻燔祭：為全以色列獻公牛十二頭，公綿羊九十六隻，綿羊羔七十七隻（並且獻公山羊十二隻作贖罪祭），這一切都是獻給耶和華的燔祭。
36	他們又將王的命令交給王各區的長官和河西的總督，他們就資助人民和神的殿裡所需用的。
第九章
 	驚聞以色列人與異族通婚
1	這些事完成以後，領袖們前來見我，說：“當地那些民族做那些可憎之事，像迦南人、赫特人、比利洗人、耶布斯人、亞捫人、摩押人、埃及人和亞摩利人一樣，以色列人民、祭司和利未人卻沒有把自己從那些民族分離出來。
2	他們為自己和自己的兒子娶了那些人的女兒，以致這聖潔的種子和當地那些民族混雜了；而首領和官長們的手在這不忠之事上帶頭。”
3	我一聽見這事，就撕裂衣服和外袍，拔光頭髮鬍鬚，震驚地坐著。
4	由於被擄歸回的人這樣不忠，所有因以色列神的話語而戰兢的人，就都聚集到我這裡來。我震驚地坐著，直到獻晚祭的時候。
 	為以色列人認罪禱告
5	獻晚祭的時候，我從刻苦中起來，穿著撕裂的衣服和外袍，雙膝跪下，向耶和華我的神張開雙手禱告，
6	說：“我的神啊，我極其慚愧，羞於向你——我的神，抬起我的臉來，因為我們的過犯甚多，高過頭頂，我們的罪責甚大，直達天上。
7	從我們列祖的日子直到今天，我們的罪責深重。因我們的過犯，我們自己、君王和祭司被交在各地的列王手中，被刀殺、被擄走、被搶奪，丟臉蒙羞，就像今天一樣。
8	“但現在，耶和華我們的神恩待我們片刻，給我們留下逃脫的人，使我們在他聖潔的地方得安穩；我們的神使我們的眼睛恢復光彩，使我們在奴役中稍得復興。
9	我們雖然是奴隸，但我們的神沒有丟棄在奴役中的我們，在波斯列王面前以忠誠之愛待我們，使我們復興，能重建我們神的殿，修復毀壞的地方，使我們在猶大和耶路撒冷有城牆。
10	“所以，我們的神啊，既然這樣，我們還有甚麼話可說呢？因為我們離棄了你的誡命，
11	就是你從前藉著你僕人眾先知所吩咐的，說：‘你們進去佔領為業之地是污穢之地，因為當地那些民族的污穢和可憎之事，使這地從這邊直到那邊都充滿了他們的不潔。
12	所以，不可把你們的女兒嫁給他們的兒子，也不可把他們的女兒娶過來給你們的兒子。你們永遠不可為他們謀求平安和福利。這樣，你們就可以強盛，吃這地的美物，將這地留給你們的子孫作為產業，直到永遠。’
13	雖然因我們的種種惡行和甚大的罪責，現在這一切事臨到我們，但我們的神啊，你對我們的過犯從輕發落，還給我們留下逃脫的人，
14	難道我們要再違背你的誡命，與這些行可憎之事的民族聯姻結盟嗎？這樣你豈不會向我們發怒，滅盡我們，以致沒有剩餘逃脫的人嗎？
15	耶和華以色列的神啊，你是公義的，我們今天才可以留下，成為逃脫的人。可是，我們在你面前滿有罪責，沒有人在你面前站立得住！”
第十章
 	以色列人悔改的行動
1	當以斯拉俯伏在神的殿前禱告、認罪、哭泣的時候，以色列的一大群會眾，包括男女和小孩，聚集到他那裡，眾民都切切痛哭。
2	以攔的子孫，耶希列的兒子示迦尼鄭重發言，對以斯拉說：“我們對我們的神不忠，從當地那些民族中娶了外族女子回家。但如今以色列在這事上仍有希望。
3	所以，我們應當與我們的神立約，照著我主和那些因我們神的誡命而戰兢之人的決議，按著律法而行，送走所有這些妻子和她們所生的孩子。
4	你負責這件事，開始行動吧！我們都支持你，放膽去做吧！”
5	以斯拉隨即要祭司和利未人的眾領袖，以及全體以色列人都起誓照這話去行，他們就起誓。
6	以斯拉從神的殿前起來，走進以利雅實的兒子約哈楠的房裡。他到了那裡，不吃東西，也不喝水，因他為被擄回歸的人的不忠而悲傷。
7	於是他們在猶大和耶路撒冷向所有被擄回歸的人發出通告，叫他們來耶路撒冷聚集。
8	按著眾領袖和長老的決議，凡三天之內不來的人，他所有的財產都要被沒收，他也要從被擄回歸的會眾中被逐出。
9	於是所有猶大和便雅憫的男人，三天之內都在耶路撒冷聚集。當天是九月二十日，全體人民坐在神殿的廣場；為了這事，也因為大雨，眾人都顫抖。
10	以斯拉祭司起來，對他們說：“你們不忠，娶了外族女子回家，增添以色列的罪責。
11	現在你們要向耶和華你們列祖的神認罪，遵行他的旨意，與當地那些民族和那些外族女子分離。”
12	全會眾大聲回答說：“好！你怎麼說，我們就怎麼做。
13	可是人民眾多，現在又是雨季，我們不能站在外面；這也不是一兩天可以辦完的事，因我們很多人在這事上犯了錯。
14	請讓我們的領袖代表全會眾留在這裡，讓我們各城中所有娶了外族女子回家的人在指定的時間，與本城的長老和審判官一起來，直到我們的神因這事所發的烈怒轉離我們。”
15	然而亞撒黑的兒子約拿單和特瓦的兒子雅哈謝反對這個決議，還有米書蘭和利未人沙比太也支持他們。
16	於是被擄回歸的人就按這決議去做。以斯拉祭司選派了一些人，他們是各家族的族長，全都是指名選派的。他們在十月一日坐下來查辦這事。
17	直到一月一日，他們才審查完所有娶了外族女子回家的人。
 	娶外族女子者名單
18	他們查出祭司的子孫中，娶了外族女子回家的人如下：約薩達的兒子耶書亞和他兄弟的子孫中，有瑪西雅、以利以謝、雅立和基大利。
19	他們舉手起誓要送走他們的妻子，並為他們的罪獻上一隻公綿羊作為抵罪祭。
20	音麥的子孫中，有哈拿尼和撒巴第雅。
21	哈琳的子孫中，有瑪西雅、以利雅、示瑪雅、耶希列和烏西雅。
22	巴施戶珥的子孫中，有以利約奈、瑪西雅、以實瑪利、拿但業、約撒拔和以利亞薩。
23	利未人中，有約撒拔、示每、基拉雅（又名基利他）、琵塔希雅、猶大和以利以謝。
24	歌手中，有以利雅實。門衛中，有沙龍、提聯和烏利。
